Signal
0.062255859375
0.2481689453125
0.3944091796875
0.3104248046875
0.0987548828125
-0.0439453125
-0.0682373046875
-0.03076171875
0.005126953125
0.015625
0.0087890625
-0.000244140625
-0.0040283203125
-0.0030517578125
-0.0008544921875
0.000244140625
0.0001220703125
-0.0003662109375
-0.0006103515625
-0.0006103515625
-0.0003662109375
-0.0003662109375
-0.0003662109375
-0.0003662109375
-0.00048828125
-0.00048828125
-0.00048828125
-0.00048828125
-0.00048828125
-0.00048828125
-0.00048828125
-0.00048828125
-0.00048828125
-0.00048828125
-0.00048828125
-0.00048828125
-0.00048828125
-0.00048828125
-0.00048828125
-0.00048828125
